p.id	i.id	t.id	i.description	i.itemEtt	i.language	i.maxPolicyPhase	i.p.data_source	i.p.reference_text_0	i.parameter.description	i.parameter.source	i.parameter.source_rtl	i.parameter.srclang	i.parameter.target_rtl	i.parameter.trans0	i.parameter.trans0_display	i.parameter.trans1	i.parameter.trans1_display	i.parameter.trglang	i.status	i.tag	t.actualTaskTimeSeconds	t.estimatedTaskTimeMinutes	t.firstAcquireTimestamp	t.firstSubmitTimestamp	t.lastAcquireTimestamp	t.lastSubmitTimestamp	t.raterId	t.raterLogin	t.s.sys0	t.s.sys1	t.status	t.timestamp
167599221	56188995028	10650323282	中国画鉴定收藏策略九讲【正版书籍 闪电发货】	0.5	Chinese_Simplified (CN)	0	unknown_source	Nine Lessons of Chinese Painting Appreciation and Collection Strategies [Authentic Book, Fast Shipping]	中国画鉴定收藏策略九讲【正版书籍 闪电发货】	中国画鉴定收藏策略九讲【正版书籍 闪电发货】	false	Chinese	false	Nine Lectures on Chinese Painting Appraisal and Collection Strategies [Original Books, Lightning Delivery]	Nine Lectures on Chinese Painting Appraisal and Collection Strategies [Original Books, Lightning Delivery]	Nine Lectures on Chinese Painting Appraisal and Collection Strategies [Original Books]	Nine Lectures on Chinese Painting Appraisal and Collection Strategies [Original Books]	English	Completed		21	0.5	1699518443041	1699518463938	1699518443041	1699518463938	57056787	f...r@gmail.com	5	3	Completed	1699518463938
167599221	56188995029	8649746683	互联网的保险是真的，也靠谱，不靠谱的是人，互联网渠道没有专业的从业人员，也有很多的销售误导。	0.5	Chinese_Simplified (CN)	0	unknown_source	The insurance products on the internet are real and reliable, and it is the people who are not reliable; there are no professional practitioners on the internet, and there is much misleading information in sales.	互联网的保险是真的，也靠谱，不靠谱的是人，互联网渠道没有专业的从业人员，也有很多的销售误导。	互联网的保险是真的，也靠谱，不靠谱的是人，互联网渠道没有专业的从业人员，也有很多的销售误导。	false	Chinese	false	Internet insurance is real and reliable. The unreliable thing is people. There are no professional practitioners in the Internet channel, and there are also many sales misleading.	Internet insurance is real and reliable. The unreliable thing is people. There are no professional practitioners in the Internet channel, and there are also many sales misleading.	Insurance on the Internet is real and reliable. The unreliable thing is the people. There are no professional practitioners in the Internet channel, and there are also many sales misleading.	Insurance on the Internet is real and reliable. The unreliable thing is the people. There are no professional practitioners in the Internet channel, and there are also many sales misleading.	English	Completed		31	0.5	1699519874617	1699519905519	1699519874617	1699519905519	53300797	q...5@gmail.com	2	6	Completed	1699519905519
167599221	56188995030	8651092767	希望这样的工作室不要被埋没，有更多人发现ta，拍出来属于自己的风格，而不是千篇一律。	0.5	Chinese_Simplified (CN)	0	unknown_source	I hope studio like this will get the attention it deserves and more people can discover it and shoot photos with their own style instead of being the same as everyone else.	希望这样的工作室不要被埋没，有更多人发现ta，拍出来属于自己的风格，而不是千篇一律。	希望这样的工作室不要被埋没，有更多人发现ta，拍出来属于自己的风格，而不是千篇一律。	false	Chinese	false	I hope that such a studio will not be buried, and more people will discover it, and shoot out their own style, rather than being the same.	I hope that such a studio will not be buried, and more people will discover it, and shoot out their own style, rather than being the same.	I hope that such a studio will not be forgotten, and that more people will discover it and shoot their own style, rather than being the same.	I hope that such a studio will not be forgotten, and that more people will discover it and shoot their own style, rather than being the same.	English	Completed		35	0.5	1699607320637	1699607355503	1699607320637	1699607355503	53300797	q...5@gmail.com	4	6	Completed	1699607355503
167599221	56188995031	10650135552	日昌老店 好多年前也是网红的存在吧，东单小楼，木地板。	0.5	Chinese_Simplified (CN)	0	unknown_source	Original Richang restaurant was also popular many years ago, Dongdan little building, wooden floor.	日昌老店 好多年前也是网红的存在吧，东单小楼，木地板。	日昌老店 好多年前也是网红的存在吧，东单小楼，木地板。	false	Chinese	false	Ricang Old Shop was a net celebrity many years ago. It is a small building in Dongdan with wooden floors.	Ricang Old Shop was a net celebrity many years ago. It is a small building in Dongdan with wooden floors.	Ricang Old Shop was also a net celebrity many years ago. It is a small building in Dongdan with wooden floors.	Ricang Old Shop was also a net celebrity many years ago. It is a small building in Dongdan with wooden floors.	English	Completed		33	0.5	1699519314907	1699519347746	1699519314907	1699519347746	57056787	f...r@gmail.com	5	5	Completed	1699519347746
167599221	56188995032	8651032458	立即取消，他 #PRS_ORG# 补送来的东西肯定都凉了	0.5	Chinese_Simplified (CN)	0	unknown_source	Cancel it immediately, the stuff he #PRS_ORG# resends here must be cold.	立即取消，他 #PRS_ORG# 补送来的东西肯定都凉了	立即取消，他 #PRS_ORG# 补送来的东西肯定都凉了	false	Chinese	false	Cancel immediately, he #PRS_ORG# The replacement must be cold.	Cancel immediately, he #PRS_ORG# The replacement must be cold.	Cancel immediately, the replacement must be cold	Cancel immediately, the replacement must be cold	English	Completed		36	0.5	1699588521107	1699588556799	1699588521107	1699588556799	56225225	b...r@gmail.com	2	1	Completed	1699588556799
167599221	56188995033	8650104949	[全新]一本关于颜色的黑书 彭懿精装插图3到6岁儿童绘本图画书博洛尼亚获 入选新阅读基础目录 学前幼儿读物 接力出版社正版	0.5	Chinese_Simplified (CN)	0	unknown_source	[Brand New] A black book about colors, Peng Yi Hardcover Book with illustrations, children’s picture book, Bologna was selected into the new reading basic catalogue, book for preschool children, Jieli Press	[全新]一本关于颜色的黑书 彭懿精装插图3到6岁儿童绘本图画书博洛尼亚获 入选新阅读基础目录 学前幼儿读物 接力出版社正版	[全新]一本关于颜色的黑书 彭懿精装插图3到6岁儿童绘本图画书博洛尼亚获 入选新阅读基础目录 学前幼儿读物 接力出版社正版	false	Chinese	false	[New] A Black Book About Color Peng Yi's hardcover illustrations for children's picture books from 3 to 6 years old won the Bologna Award and was selected into the New Reading Basic Directory. Preschool children's reading materials. The original version is a Chinese book description. The new translation is a more accurate translation of the original.	[New] A Black Book About Color Peng Yi's hardcover illustrations for children's picture books from 3 to 6 years old won the Bologna Award and was selected into the New Reading Basic Directory. Preschool children's reading materials. The original version is a Chinese book description. The new translation is a more accurate translation of the original.	[New] A Black Book About Color Peng Yi's hardcover illustrations for children's picture books from 3 to 6 years old won the Bologna Award and was selected into the New Reading Basic Directory. Preschool children's reading materials.	[New] A Black Book About Color Peng Yi's hardcover illustrations for children's picture books from 3 to 6 years old won the Bologna Award and was selected into the New Reading Basic Directory. Preschool children's reading materials.	English	Completed		90	0.5	1699519696622	1699519786929	1699519696622	1699519786929	57056787	f...r@gmail.com	2	2	Completed	1699519786929
167599221	56188995034	10650135143	2022年叶子南《高级英汉翻译理论与实践》（第2版）笔记和考研真题详解/硕士研究生考试大纲 辅导教材 复习资料 入学考试	0.5	Chinese_Simplified (CN)	0	unknown_source	2022 Ye Zinan Advanced English and Chinese Translation Theory and Practice (Edition 2) Notes and Detailed Explanation of Real Exam Questions/Graduate Students Examinations Outline Support Materials and Review Materials Entrance Examinations	2022年叶子南《高级英汉翻译理论与实践》（第2版）笔记和考研真题详解/硕士研究生考试大纲 辅导教材 复习资料 入学考试	2022年叶子南《高级英汉翻译理论与实践》（第2版）笔记和考研真题详解/硕士研究生考试大纲 辅导教材 复习资料 入学考试	false	Chinese	false	2022 Ye Zinan's Advanced English-Chinese Translation Theory and Practice (2nd Edition) Notes and Detailed Explanation of the Postgraduate Entrance Examination / Master's Degree Entrance Examination Syllabus, Tutorial Materials, Review Materials, Entrance Examination	2022 Ye Zinan's Advanced English-Chinese Translation Theory and Practice (2nd Edition) Notes and Detailed Explanation of the Postgraduate Entrance Examination / Master's Degree Entrance Examination Syllabus, Tutorial Materials, Review Materials, Entrance Examination	2022 Advanced English-Chinese Translation Theory and Practice (2nd Edition) Notes and Detailed Explanation of the Postgraduate Entrance Examination / Master's Degree Entrance Examination Syllabus, Tutorial Materials, Review Materials, Entrance Examination	2022 Advanced English-Chinese Translation Theory and Practice (2nd Edition) Notes and Detailed Explanation of the Postgraduate Entrance Examination / Master's Degree Entrance Examination Syllabus, Tutorial Materials, Review Materials, Entrance Examination	English	Completed		46	0.5	1699518256388	1699518302373	1699518256388	1699518302373	57056787	f...r@gmail.com	4	2	Completed	1699518302373
167599221	56188995035	8651014662	太过备受瞩目，去到哪里大家都在看，很不自在！(其实有点爽)	1.0	Chinese_Simplified (CN)	0	unknown_source	It is too eye-catching; people look at it everywhere you go; it is uncomfortable! (It is actually sweet.)	太过备受瞩目，去到哪里大家都在看，很不自在！(其实有点爽)	太过备受瞩目，去到哪里大家都在看，很不自在！(其实有点爽)	false	Chinese	false	"""Too much attention, wherever I go, everyone is watching, very uncomfortable! (Actually a bit cool)"" is a Chinese sentence. The English translation should be: ""Too much attention, wherever I go, everyone is watching, very uncomfortable! (Actually a bit cool)"""	"""Too much attention, wherever I go, everyone is watching, very uncomfortable! (Actually a bit cool)"" is a Chinese sentence. The English translation should be: ""Too much attention, wherever I go, everyone is watching, very uncomfortable! (Actually a bit cool)"""	Too much attention, go wherever everyone is watching, very uncomfortable! (Actually a bit cool)太过备受瞩目 -> Too much attention去到哪里大家都在看 -> go wherever everyone is watching很不自在 -> very uncomfortable(其实有点爽) -> (Actually a bit cool)	Too much attention, go wherever everyone is watching, very uncomfortable! (Actually a bit cool)太过备受瞩目 -> Too much attention去到哪里大家都在看 -> go wherever everyone is watching很不自在 -> very uncomfortable(其实有点爽) -> (Actually a bit cool)	English	Completed		74	1.0	1699543608464	1699543682098	1699543608464	1699543682098	56225225	b...r@gmail.com	4	3	Completed	1699543682098
167599221	56188995036	10650155100	甚至看完后你会怀疑这里面是否有导演暗含的隐喻，但当你仔细思考之后发现它其实就是一坨屎。	0.5	Chinese_Simplified (CN)	0	unknown_source	After watching it, you may even wonder if there is metaphors the director planted in it; but you will find that it is only a piece of shit after close examination.	甚至看完后你会怀疑这里面是否有导演暗含的隐喻，但当你仔细思考之后发现它其实就是一坨屎。	甚至看完后你会怀疑这里面是否有导演暗含的隐喻，但当你仔细思考之后发现它其实就是一坨屎。	false	Chinese	false	Even after watching it, you will wonder if there is any hidden metaphor in the director, but when you think about it carefully, you will find that it is actually a piece of shit.	Even after watching it, you will wonder if there is any hidden metaphor in the director, but when you think about it carefully, you will find that it is actually a piece of shit.	Even after watching it, you will wonder if there is any hidden metaphor in the director's mind, but when you think about it carefully, you will find that it is actually a piece of shit.	Even after watching it, you will wonder if there is any hidden metaphor in the director's mind, but when you think about it carefully, you will find that it is actually a piece of shit.	English	Completed		18	0.5	1699518133140	1699518151483	1699518133140	1699518151483	57056787	f...r@gmail.com	2	3	Completed	1699518151483
167599221	56188995037	8650403880	48小时核酸阴性、设“缓冲区 ” 国务院联防联控机制发文要求加强口岸城市疫情防控-新华网	0.5	Chinese_Simplified (CN)	0	unknown_source	"Negative nucleic acid test result within 48 hours and setting up a ""buffer zone"", the State Council joint prevention and control mechanism issued a document to strengthen epidemic prevention and control in port cities - Xinhua News"	48小时核酸阴性、设“缓冲区 ” 国务院联防联控机制发文要求加强口岸城市疫情防控-新华网	48小时核酸阴性、设“缓冲区 ” 国务院联防联控机制发文要求加强口岸城市疫情防控-新华网	false	Chinese	false	"48-hour negative nucleic acid test, set up ""buffer zone"". State Council Joint Prevention and Control Mechanism issues document to strengthen epidemic prevention and control in port cities - Xinhua"	"48-hour negative nucleic acid test, set up ""buffer zone"". State Council Joint Prevention and Control Mechanism issues document to strengthen epidemic prevention and control in port cities - Xinhua"	"48-hour negative nucleic acid test, set up ""buffer zone"". The State Council Joint Prevention and Control Mechanism issued a document to strengthen epidemic prevention and control in port cities - Xinhua News"	"48-hour negative nucleic acid test, set up ""buffer zone"". The State Council Joint Prevention and Control Mechanism issued a document to strengthen epidemic prevention and control in port cities - Xinhua News"	English	Completed		106	0.5	1699584546583	1699584652659	1699584546583	1699584652659	56225225	b...r@gmail.com	3	4	Completed	1699584652659
167599221	56188995038	10650284196	美三航母集结中国周边 最强大武器罕见访问关岛 2022-01-17 多维 亲中共媒体多维报道：中美关系最新消息：最新卫星图像显示，美国三艘航母正在中国周边集结；美媒还披露，美国海军武器库中最强大的武器之一罕见访问关岛，对印太地区美国的盟友与敌手释放重要信号。	0.5	Chinese_Simplified (CN)	0	unknown_source	Three US aircraft carriers assemble around China; the most powerful weapons visit Guam in rare situation 2022-01-17 multidimensional Pro Communist media multidimensionally reports: latest news on China US Relation: the latest satellite image showed that three US aircraft carriers are assembling around China; US media also disclosed that one of the most powerful weapons in the US Navy’s arsenal in a rare case visited Guam, and sent an important signal to US allies and enemies in the Indo-Pacific region.	美三航母集结中国周边 最强大武器罕见访问关岛 2022-01-17 多维 亲中共媒体多维报道：中美关系最新消息：最新卫星图像显示，美国三艘航母正在中国周边集结；美媒还披露，美国海军武器库中最强大的武器之一罕见访问关岛，对印太地区美国的盟友与敌手释放重要信号。	美三航母集结中国周边 最强大武器罕见访问关岛 2022-01-17 多维 亲中共媒体多维报道：中美关系最新消息：最新卫星图像显示，美国三艘航母正在中国周边集结；美媒还披露，美国海军武器库中最强大的武器之一罕见访问关岛，对印太地区美国的盟友与敌手释放重要信号。	false	Chinese	false	Three US aircraft carriers gather around China, the most powerful weapon rarely visits Guam 2022-01-17 Duowei Pro-CCP media Duowei reported: The latest news on Sino-US relations: The latest satellite images show that three US aircraft carriers are gathering around China; US media also revealed that one of the most powerful weapons in the US Navy's arsenal rarely visited Guam, sending an important signal to US allies and opponents in the Indo-Pacific region.	Three US aircraft carriers gather around China, the most powerful weapon rarely visits Guam 2022-01-17 Duowei Pro-CCP media Duowei reported: The latest news on Sino-US relations: The latest satellite images show that three US aircraft carriers are gathering around China; US media also revealed that one of the most powerful weapons in the US Navy's arsenal rarely visited Guam, sending an important signal to US allies and opponents in the Indo-Pacific region.	Three US aircraft carriers gather around China, the most powerful weapon makes a rare visit to Guam 2022-01-17 Duowei Pro-CCP media Duowei reported: The latest news on Sino-US relations: The latest satellite images show that three US aircraft carriers are gathering around China; US media also revealed that one of the most powerful weapons in the US Navy's arsenal made a rare visit to Guam, sending an important signal to US allies and opponents in the Indo-Pacific region.	Three US aircraft carriers gather around China, the most powerful weapon makes a rare visit to Guam 2022-01-17 Duowei Pro-CCP media Duowei reported: The latest news on Sino-US relations: The latest satellite images show that three US aircraft carriers are gathering around China; US media also revealed that one of the most powerful weapons in the US Navy's arsenal made a rare visit to Guam, sending an important signal to US allies and opponents in the Indo-Pacific region.	English	Completed		83	0.5	1699518476448	1699518559901	1699518476448	1699518559901	57056787	f...r@gmail.com	3	3	Completed	1699518559901
167599221	56188995039	8649972758	从保险产品来看：小雨伞保险就是一个保险超市，很多公司的明星重疾险都在这家平台上出售，如最新上架的和泰超级玛丽5号重疾险，理赔方和承保方都是和泰人寿，小雨伞保险只是第三方中介，不用质疑它的靠谱性。	0.5	Chinese_Simplified (CN)	0	unknown_source	In terms of insurance products: Little Umbrella Insurance is an insurance supermarket, with star serious illness insurances of many companies on sale on this platform; for example, for the newly added HTLIC Super Mario 5 serious illness insurance, both the claim adjuster and the insurer are HTLIC, and Little Umbrella Insurance is only the third-party intermediary, whose reliability does not need to be questioned.	从保险产品来看：小雨伞保险就是一个保险超市，很多公司的明星重疾险都在这家平台上出售，如最新上架的和泰超级玛丽5号重疾险，理赔方和承保方都是和泰人寿，小雨伞保险只是第三方中介，不用质疑它的靠谱性。	从保险产品来看：小雨伞保险就是一个保险超市，很多公司的明星重疾险都在这家平台上出售，如最新上架的和泰超级玛丽5号重疾险，理赔方和承保方都是和泰人寿，小雨伞保险只是第三方中介，不用质疑它的靠谱性。	false	Chinese	false	From the perspective of insurance products, Xiaoyusan Insurance is an insurance supermarket. Many companies' star critical illness insurance are sold on this platform, such as the latest Hao Tai Super Mary 5 critical illness insurance. The claims and underwriting parties are both Hao Tai Life Insurance. Xiaoyusan Insurance is only a third-party intermediary, so there is no need to question its reliability.	From the perspective of insurance products, Xiaoyusan Insurance is an insurance supermarket. Many companies' star critical illness insurance are sold on this platform, such as the latest Hao Tai Super Mary 5 critical illness insurance. The claims and underwriting parties are both Hao Tai Life Insurance. Xiaoyusan Insurance is only a third-party intermediary, so there is no need to question its reliability.	From the perspective of insurance products, Xiaoyusan Insurance is an insurance supermarket. Many companies' star critical illness insurance are sold on this platform, such as the latest Hao Tai Super Mary 5 critical illness insurance. The claims and underwriting parties are both Hao Tai Life Insurance. Xiaoyusan Insurance is only a third-party intermediary. There is no need to question its reliability.	From the perspective of insurance products, Xiaoyusan Insurance is an insurance supermarket. Many companies' star critical illness insurance are sold on this platform, such as the latest Hao Tai Super Mary 5 critical illness insurance. The claims and underwriting parties are both Hao Tai Life Insurance. Xiaoyusan Insurance is only a third-party intermediary. There is no need to question its reliability.	English	Completed		33	0.5	1699606749878	1699606783090	1699606749878	1699606783090	53300797	q...5@gmail.com	6	4	Completed	1699606783090
167599221	56188995040	8649737400	煲仔饭干湿成程度正好，份量非常足，招牌锡纸鸡翅一如既往赞，例汤也不错，芥兰处理得也比较...	0.5	Chinese_Simplified (CN)	0	unknown_source	The wetness of the clay pot rice was just right, and the portion was generous, the special tinfoil chicken wings were great as always, the soup was nice as well, the cabbage mustard was also...	煲仔饭干湿成程度正好，份量非常足，招牌锡纸鸡翅一如既往赞，例汤也不错，芥兰处理得也比较...	煲仔饭干湿成程度正好，份量非常足，招牌锡纸鸡翅一如既往赞，例汤也不错，芥兰处理得也比较...	false	Chinese	false	The clay pot rice is just right in terms of dryness and wetness, and the portion is very large. The signature tinfoil chicken wings are as good as ever, the soup is also good, and the broccoli is also relatively well-cooked.	The clay pot rice is just right in terms of dryness and wetness, and the portion is very large. The signature tinfoil chicken wings are as good as ever, the soup is also good, and the broccoli is also relatively well-cooked.	The clay pot rice is just right in terms of dryness and wetness, and the portion is very large. The signature tinfoil chicken wings are as good as ever, the soup is also good, and the broccoli is also relatively...	The clay pot rice is just right in terms of dryness and wetness, and the portion is very large. The signature tinfoil chicken wings are as good as ever, the soup is also good, and the broccoli is also relatively...	English	Completed		53	0.5	1699541629553	1699541682779	1699541629553	1699541682779	56225225	b...r@gmail.com	3	2	Completed	1699541682779
167599221	56188995041	8650700530	正宗的红方威味道有些酸涩,加入糖可以中和其中的酸味,柠檬则会给酒带来清新的香味,当然,甜酸度可根据个人的口味爱好调配。	0.5	Chinese_Simplified (CN)	0	unknown_source	Authentic Red Label whisky tastes a little sour; adding sugar can neutralize the sour taste, lemon will bring fresh fragrance to the wine, and of course, the sweetness and sourness can be adjusted according to personal tastes.	正宗的红方威味道有些酸涩,加入糖可以中和其中的酸味,柠檬则会给酒带来清新的香味,当然,甜酸度可根据个人的口味爱好调配。	正宗的红方威味道有些酸涩,加入糖可以中和其中的酸味,柠檬则会给酒带来清新的香味,当然,甜酸度可根据个人的口味爱好调配。	false	Chinese	false	The authentic red square Wei has a sour and astringent taste. Adding sugar can neutralize the sourness, and lemon will bring a fresh fragrance to the wine. Of course, the sweetness and sourness can be adjusted according to personal taste.	The authentic red square Wei has a sour and astringent taste. Adding sugar can neutralize the sourness, and lemon will bring a fresh fragrance to the wine. Of course, the sweetness and sourness can be adjusted according to personal taste.	The authentic red wine has a sour and astringent taste. Adding sugar can neutralize the sourness, and lemon will bring a fresh fragrance to the wine. Of course, the sweetness and sourness can be adjusted according to personal taste.	The authentic red wine has a sour and astringent taste. Adding sugar can neutralize the sourness, and lemon will bring a fresh fragrance to the wine. Of course, the sweetness and sourness can be adjusted according to personal taste.	English	Completed		55	0.5	1699589218089	1699589272689	1699589218089	1699589272689	56225225	b...r@gmail.com	3	3	Completed	1699589272689
167599221	56188995042	9197797423	保洁是工作，也是职责，生活因服务而美丽，服务因用心而精彩。	0.5	Chinese_Simplified (CN)	0	unknown_source	Cleaning is a job and a responsibility; life is more beautiful with services, and services are wonderful because we work hard.	保洁是工作，也是职责，生活因服务而美丽，服务因用心而精彩。	保洁是工作，也是职责，生活因服务而美丽，服务因用心而精彩。	false	Chinese	false	Cleaning is a job, but also a responsibility. Life is beautiful because of service, and service is wonderful because of heart.	Cleaning is a job, but also a responsibility. Life is beautiful because of service, and service is wonderful because of heart.	Cleaning is a job, but also a responsibility. Life is beautiful because of service, and service is wonderful because of care.	Cleaning is a job, but also a responsibility. Life is beautiful because of service, and service is wonderful because of care.	English	Completed		134	0.5	1699542604569	1699542738743	1699542604569	1699542738743	56225225	b...r@gmail.com	2	3	Completed	1699542738743
167599221	56188995043	8650682304	12月11日，北京梦想ING队球员庞尧天（中）在比赛中射门。	0.5	Chinese_Simplified (CN)	0	unknown_source	Pang Yaotian (the one in the middle), a player of Beijing Dream ING team, was shooting in the game on December 11.	12月11日，北京梦想ING队球员庞尧天（中）在比赛中射门。	12月11日，北京梦想ING队球员庞尧天（中）在比赛中射门。	false	Chinese	false	Beijing Dream ING player Pang Yaotian (C) shoots during the match on December 11th.	Beijing Dream ING player Pang Yaotian (C) shoots during the match on December 11th.	Beijing Dream ING player Pang Yaotian (C) shoots during the match on December 11.	Beijing Dream ING player Pang Yaotian (C) shoots during the match on December 11.	English	Completed		1087	0.5	1699586751565	1699587838531	1699586751565	1699587838531	56225225	b...r@gmail.com	3	3	Completed	1699587838531
167599221	56188995044	10650433512	“悬疑怪才”羊行屮熬白了头发，累积百万册畅销书奉献！	0.5	Chinese_Simplified (CN)	0	unknown_source	Yang Xingche, the “thriller genius”, worked until his hair turned gray to contribute a million bestselling books!	“悬疑怪才”羊行屮熬白了头发，累积百万册畅销书奉献！	“悬疑怪才”羊行屮熬白了头发，累积百万册畅销书奉献！	false	Chinese	false	"""Mystery genius Yang Xing-bo has white hair, accumulated millions of copies of best-selling books!"""	"""Mystery genius Yang Xing-bo has white hair, accumulated millions of copies of best-selling books!"""	"""Mysterious genius"" Yang Xing-bo has white hair, accumulated millions of copies of best-selling books!"	"""Mysterious genius"" Yang Xing-bo has white hair, accumulated millions of copies of best-selling books!"	English	Completed		30	0.5	1699540461792	1699540492264	1699540461792	1699540492264	56225225	b...r@gmail.com	2	2	Completed	1699540492264
167599221	56188995045	10650373444	可怕的科学系列全套72册，单本经典数学系列12册，经典科学新知，自然探秘，触电惊魂，巧克力秘闻，要命的数学，三四五六年级科普课外阅读书	0.5	Chinese_Simplified (CN)	0	unknown_source	Horrible Science Complete Collection 72 Volumes, classic mathematics series 12 volumes, classic new science knowledge, Nasty Nature, Shocking Electricity, Terrific Chocolate, Murderous Math, popular extracurricular science popularization books for Grade three, four, five and six students	可怕的科学系列全套72册，单本经典数学系列12册，经典科学新知，自然探秘，触电惊魂，巧克力秘闻，要命的数学，三四五六年级科普课外阅读书	可怕的科学系列全套72册，单本经典数学系列12册，经典科学新知，自然探秘，触电惊魂，巧克力秘闻，要命的数学，三四五六年级科普课外阅读书	false	Chinese	false	72 books of the Terrible Science series, 12 books of the Classic Mathematics series, classic science new knowledge, natural exploration, electric shock, chocolate secrets, deadly mathematics, science extracurricular reading books for grades 3, 4, 5 and 6	72 books of the Terrible Science series, 12 books of the Classic Mathematics series, classic science new knowledge, natural exploration, electric shock, chocolate secrets, deadly mathematics, science extracurricular reading books for grades 3, 4, 5 and 6	"72 books of the ""Terrifying Science Series"", 12 books of the ""Classic Mathematics Series"", classic science new knowledge, natural exploration, electric shock, chocolate secrets, deadly mathematics, science extracurricular reading books for grades 3, 4, 5 and 6"	"72 books of the ""Terrifying Science Series"", 12 books of the ""Classic Mathematics Series"", classic science new knowledge, natural exploration, electric shock, chocolate secrets, deadly mathematics, science extracurricular reading books for grades 3, 4, 5 and 6"	English	Completed		34	0.5	1699583609982	1699583644320	1699583609982	1699583644320	56225225	b...r@gmail.com	2	2	Completed	1699583644320
167599221	56188995046	8649855720	料理机挺沉的，看着高大上，适合我这种厨房小白，孩子说比我自己炒的好吃，做过两荤两素，糖醋排骨尤为好吃，时间久点，其他用时很短，噪音很小，不用担心炒糊，也不用担心不会做了！	0.5	Chinese_Simplified (CN)	0	unknown_source	The food processer is heavy and looks luxurious, suitable for beginners in kitchen like me, and my child said the dishes cooked by the food processer were more delicious than what I cooked; I cooked two meat dishes and two vegetable dishes with it, and the sweet and sour ribs were especially delicious although they took longer time; it cooked the other dishes with less time and very small noises; I’ll never worry about over cooking or not capable of cooking certain dishes!	料理机挺沉的，看着高大上，适合我这种厨房小白，孩子说比我自己炒的好吃，做过两荤两素，糖醋排骨尤为好吃，时间久点，其他用时很短，噪音很小，不用担心炒糊，也不用担心不会做了！	料理机挺沉的，看着高大上，适合我这种厨房小白，孩子说比我自己炒的好吃，做过两荤两素，糖醋排骨尤为好吃，时间久点，其他用时很短，噪音很小，不用担心炒糊，也不用担心不会做了！	false	Chinese	false	The food processor is quite heavy, and it looks tall and big. It is suitable for me, a kitchen novice. My children said it was better than my own cooking. I have made two meat and two vegetable dishes. The sweet and sour spare ribs are particularly delicious. It takes a long time, but the other time is very short. The noise is very small. You don't have to worry about burning the food, and you don't have to worry about not being able to cook it!	The food processor is quite heavy, and it looks tall and big. It is suitable for me, a kitchen novice. My children said it was better than my own cooking. I have made two meat and two vegetable dishes. The sweet and sour spare ribs are particularly delicious. It takes a long time, but the other time is very short. The noise is very small. You don't have to worry about burning the food, and you don't have to worry about not being able to cook it!	The food processor is quite heavy, and it looks high-end. It is suitable for me, a kitchen novice. My children said it was better than my own cooking. I have made two meat and two vegetable dishes. The sweet and sour spare ribs are particularly delicious. It takes a long time to cook, but the other time is very short. The noise is very low. You don't have to worry about burning the food, and you don't have to worry about not being able to cook it!	The food processor is quite heavy, and it looks high-end. It is suitable for me, a kitchen novice. My children said it was better than my own cooking. I have made two meat and two vegetable dishes. The sweet and sour spare ribs are particularly delicious. It takes a long time to cook, but the other time is very short. The noise is very low. You don't have to worry about burning the food, and you don't have to worry about not being able to cook it!	English	Completed		147	0.5	1699520160450	1699520307670	1699520160450	1699520307670	57056787	f...r@gmail.com	2	3	Completed	1699520307670
167599221	56188995047	10650477250	其次也特别感谢您在百忙之中的支持和点赞，祝您用餐愉快天天好心情!	0.5	Chinese_Simplified (CN)	0	unknown_source	We would also love to thank you for your support and likes out of your busy schedule, and we wish you a happy meal time and good mood every day!	其次也特别感谢您在百忙之中的支持和点赞，祝您用餐愉快天天好心情!	其次也特别感谢您在百忙之中的支持和点赞，祝您用餐愉快天天好心情!	false	Chinese	false	Secondly, I would like to thank you for your support and praise in your busy schedule. I wish you a happy meal and a good mood every day!	Secondly, I would like to thank you for your support and praise in your busy schedule. I wish you a happy meal and a good mood every day!	Secondly, I would like to thank you for your support and appreciation in your busy schedule. I wish you a happy meal and a good mood every day!	Secondly, I would like to thank you for your support and appreciation in your busy schedule. I wish you a happy meal and a good mood every day!	English	Completed		45	0.5	1699544065440	1699544110792	1699544065440	1699544110792	56225225	b...r@gmail.com	3	2	Completed	1699544110792
